"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565644_AT",-0.119486999999999,4.4347225,-3.19690091199934,0.001775379160914,0.00611045079854824,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565650_AT",0.0187103333333325,3.95646883333333,0.679236168666952,0.498294132905926,0.624533626437105,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565651_AT",-0.488593333333329,6.99472816666667,-3.58881738220891,0.000481794124723031,0.00195918099789779,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MROH1",0.238507333333335,5.560083625,4.60650404474697,1.02642012613608e-05,6.29422772195896e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565656_X_AT",-0.0352699999999957,3.7279475,-1.5427438181032,0.125521682854993,0.219118098131099,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CMTM6",-0.0392129999999984,7.63913579166667,-0.893080664725242,0.37359857936113,0.506598397989008,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565659_AT",0.107006666666674,6.06482583333333,3.25184542178319,0.00148820033968636,0.00524244517043746,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FUT6",0.505779595238097,6.16826558333333,5.83706649704749,4.60909861039216e-08,4.67397612354833e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565662_AT",0.0923278333333393,6.43007641666667,2.72064675513561,0.00748268850669118,0.0211524598759752,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MUC6",0.265819916666671,5.260355125,3.15166014536459,0.00204971217239939,0.00691971155342694,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TUBA1B",-0.0573679999999968,11.841263,-1.63649805457364,0.104351185343586,0.189037604604349,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565669_AT",0.0789688333333354,4.96668991666666,1.38409471376797,0.168894035092971,0.276608711219071,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565671_A_AT",0.0977841666666714,5.64568191666667,1.75604928100035,0.081627118407348,0.155057597089975,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565672_AT",0.0923720000000072,5.91120816666667,2.27921544041699,0.0244184857940165,0.0574283597721295,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FCGR2A",-0.140078444444442,6.20806722222222,-2.57070486699641,0.0113692962222312,0.0302018319629188,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PRSS23",-0.135317916666664,8.01107741666666,-1.37991881342348,0.17017307961251,0.278166098611479,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565680_AT",-0.0587643333333308,5.73276716666667,-1.74748560916862,0.0831070170488049,0.157241129029156,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DIP2C",-0.169556222222208,7.88423894444445,-2.43961067627031,0.0161633098930311,0.040594156195222,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC400940",0.0435068333333355,4.25635536111111,2.15215726177766,0.0333843445857499,0.0746571416790216,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565689_AT",0.0216738333333364,5.25556275,0.150068727680413,0.880961926018596,0.924035699951694,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565690_AT",-0.0100556666666622,3.86944033333333,-0.285422540587585,0.775811703225107,0.849561011379894,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565692_AT",-0.0461951666666591,5.45986308333333,-0.304129776432564,0.761554908348019,0.839388065676493,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565696_AT",-0.0254746666666623,5.4914265,-0.850561527564119,0.396704171315626,0.52947774436518,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565697_AT",-0.00179300000000371,5.84502283333333,-0.0292697510134385,0.976697995810663,0.985820504651033,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HECTD2",-0.153067166666657,4.893465625,-3.47827286482756,0.000703478303110902,0.0027333018427463,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565700_AT",0.0807510000000127,4.289346,2.62497785038074,0.0097908661899231,0.0265913497794535,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565701_AT",-0.115970499999994,5.64010308333333,-0.896697537608945,0.37167279578237,0.504591761674676,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SMAD4",-0.234678066666659,5.94730476666667,-3.83546990267625,0.000201091491119295,0.000905709918393979,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565705_X_AT",0.19786800000001,6.42312633333333,1.83302135233882,0.0692740781773449,0.135737067102109,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565706_AT",-0.101909833333329,4.50718491666666,-1.23851802208146,0.217937421128842,0.336463861542564,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565713_AT",-0.0541856666666662,4.29193316666667,-1.94309950586086,0.0543421993758383,0.111351565067382,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565714_AT",-0.0274334999999946,5.41868641666667,-0.850582106788355,0.396692781058355,0.52947774436518,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-388M20-6",-0.0413101666666602,5.45806525,-1.06103586850995,0.290800945436204,0.419117983916424,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FUS",0.115169666666675,7.12689775,1.37228383743675,0.172530595402845,0.281043352468407,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC100128281",0.0309041666666725,3.87352516666667,1.54324837720572,0.125399291399826,0.218939433570982,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC284630",-0.0257388333333317,5.22078408333333,-0.700109045358932,0.485212091956328,0.612535741824486,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP13-436F16-1",0.0283386666666683,5.73662266666667,0.727465873126896,0.468355242884871,0.597139308226463,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565730_AT",0.0517186666666669,4.37527016666667,2.08707276091597,0.0389948351357174,0.0848739403368416,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ALDH3B1",-0.402943611111105,8.46604058333333,-5.67110881878852,9.95240615793112e-08,9.51829909824291e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565732_AT",0.0383286666666738,3.74709133333333,1.65024909206906,0.101502793249856,0.184956417624153,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565733_AT",0.0315835000000044,4.54735008333333,0.77931961013521,0.437323193631236,0.568455739499959,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565734_AT",0.0472851666666649,5.13592208333333,1.70659149709451,0.0904803274353243,0.168443131545042,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565735_AT",0.0387178333333367,5.06973791666667,0.662229571491147,0.509091844403769,0.633940463610259,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SCTR",0.143844500000005,5.58703691666667,2.72391013359056,0.00741348331047686,0.0210110417713792,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565740_AT",-0.0153434999999984,4.11581225,-0.568060163430789,0.571053782036266,0.688301897229569,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565741_AT",0.0690380000000022,3.9646945,2.21239804866297,0.0288286122066865,0.066049890994349,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565742_AT",-0.00515050000000006,3.42760875,-0.2509914695321,0.802249273961426,0.869224215906574,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","N4BP2L2",-0.267591547619042,7.36669970238095,-2.54413108493018,0.012222624943862,0.0321567586196951,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","METAP1D",0.0593277500000031,4.87468733333333,2.38565380659823,0.0186108752253748,0.0457015084854987,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565758_AT",0.0518931666666758,5.00697225,1.30930764154173,0.192927549068374,0.306659053504669,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RPL13",-0.019881645833328,10.54718959375,-0.620019233505567,0.536418812219068,0.65869852505587,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565760_AT",0.00538616666666636,3.39116858333333,0.294171105640572,0.769134562683679,0.84489918370179,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565762_AT",0.0526806666666761,5.37930866666667,0.330728136704612,0.741425673270255,0.824355953745118,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MEDAG",-0.132718083333326,6.26188245833333,-1.14164744910968,0.255869902732673,0.380600340826805,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565768_AT",-0.00396083333332786,4.61357825,-0.1132982577151,0.909983116254322,0.943192061476352,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565769_AT",-0.00973716666666347,3.94026708333333,-0.368563153873991,0.713101716536656,0.802605733175787,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DKFZP434E1119",0.0208466666666629,5.15643,0.529527751470167,0.597416085922995,0.711466619156589,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PAK1",0.521988416666675,6.83707845833333,8.38072563995425,1.15113373174275e-13,3.55976272122085e-12,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC101927410",-0.0474648333333292,5.46659641666667,-1.43846264797688,0.152901594246475,0.25578330617127,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565776_AT",-0.0116373333333337,4.19836366666667,-0.246038577080644,0.806072026590887,0.871998173476083,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565777_AT",0.0275086666666695,4.69394366666667,0.891014074930737,0.37470172551088,0.507725872018005,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ABCA8",-0.965840333333327,5.90497227777778,-10.5784203726347,6.9302221526708e-19,6.32701402334782e-17,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-352G9-1",0.0711063333333399,5.8196575,2.97228436461686,0.00357161083069761,0.0112094880669855,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TNK2-AS1",0.0121476666666718,4.44773166666667,0.389445297237758,0.697635916363142,0.790420823780071,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FLJ45482",0.304525333333332,4.77566,3.79506209945441,0.000232669045302217,0.00103082322817742,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565787_AT",0.00224183333333627,4.02045891666667,0.0640255326106561,0.949056254359232,0.96838058442519,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565788_AT",-0.0178223333333323,3.458576,-0.955199726726475,0.341393865879893,0.473229690788398,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DUOX1",-0.898825499999991,6.20302436111111,-8.1345908525323,4.28754126234117e-13,1.18761528723488e-11,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565797_AT",0.0161508333333371,4.79497525,0.549876068153515,0.583424702804459,0.699365613975267,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAB3IP",-0.084441095238093,5.54174523809524,-1.46437758218784,0.145701416454399,0.246627418787338,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565801_AT",-0.0135093333333285,3.96218466666667,-0.384728178761553,0.701118699595414,0.793108388693509,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC102724891",0.00402583333333872,5.61366241666667,0.0928761877646979,0.92615655211028,0.954039581988972,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565803_AT",-0.00760333333332941,4.60640866666667,-0.242597312778915,0.808730842152065,0.873839745644241,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565804_AT",-0.119870666666663,4.7586175,-0.654249472473167,0.514200972885254,0.638700410881907,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565805_AT",0.0405441666666704,5.02584325,0.748132357133833,0.455841650324262,0.585389857415204,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565807_AT",0.0414841666666765,4.24119875,1.2187047613644,0.225342792380241,0.345212684156065,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565809_X_AT",0.517267500000004,3.89917258333334,5.14768139049212,1.04205648695191e-06,7.9641993377313e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565810_AT",-0.0322444999999987,3.64440541666667,-0.806322551058306,0.421649371518807,0.553223775115156,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565811_AT",-0.0553893333333288,4.6436615,-1.15744180461493,0.249386813934083,0.373017676451191,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TRIM36",-0.0394974999999933,5.30236279166667,-1.29480515784893,0.197869196899743,0.312605780939917,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IKZF1",-0.208455962962961,6.08272618518518,-4.40530858313285,2.30769381929724e-05,0.000130412202655447,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565819_AT",0.0199700000000025,3.461358,0.977957389558395,0.330059636860044,0.461464738720316,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565820_X_AT",-0.0173089999999951,3.46496016666667,-0.977504549513692,0.330282736525455,0.461691532918209,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565821_AT",-0.0472858333333317,4.49025725,-0.63748186891163,0.525023483311403,0.648719367179504,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SEPT7",-0.193972041666658,7.12692235416667,-3.74687188021017,0.000276493512713363,0.00119973714728438,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565825_AT",-0.0505779999999953,4.52903166666667,-1.86866373807229,0.0641040234232417,0.127449870349175,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565826_AT",0.0339978333333311,3.88439708333333,1.29644767428716,0.197304854027905,0.31197792849851,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KIAA1731",0.206944791666671,5.5257341875,5.34343996473665,4.39366584553664e-07,3.64753482044799e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565830_AT",-0.2134185,3.96576475,-2.77809369178581,0.00634626845316273,0.0183614693584767,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565832_AT",-0.100041999999998,6.609137,-2.51467022215336,0.0132354465067615,0.0344026320024804,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565833_AT",0.0395755000000064,3.90884441666667,1.29678082862429,0.197190533081821,0.311833174931594,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565834_A_AT",0.0556683333333368,3.65644883333333,0.886259009803282,0.377247713224092,0.510392074983717,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC100506411",0.104246000000004,4.45433533333333,4.43482440942512,2.05203429939237e-05,0.000117532326890202,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565838_AT",0.041207833333337,3.89854375,1.44761023767534,0.150329362486221,0.252610894142367,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565839_A_AT",0.00712316666666624,4.01250325,0.317705029844137,0.751259963853597,0.83168180774914,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565840_AT",0.0349321666666684,3.57178858333333,1.60880620465199,0.110282205917211,0.19786647585742,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BRPF3",0.154259722222224,6.08182719444444,4.58771251383445,1.10816816232738e-05,6.74332014427316e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565845_AT",0.10234600000001,6.201367,2.01274925673464,0.0463758300933892,0.0977643486097186,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565846_AT",0.0540648333333293,3.85677425,1.35411657781563,0.178239588573154,0.287978703784137,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZNF428",0.0800204166666694,6.769249625,2.31407823557931,0.0223615581803423,0.0533811003792662,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SRRM5",0.165224333333337,5.02066266666667,2.56335808962482,0.0115996904360938,0.0307378950851442,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565851_AT",0.0183243333333358,3.456368,0.839184442213265,0.403031754757512,0.53585309637773,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565852_AT",-0.0457433333333288,6.3014205,-0.808716072692145,0.420276332295088,0.5520340397448,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565856_AT",0.148966666666669,3.9961785,4.95868133071284,2.35672144997555e-06,1.66649003309978e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RP11-36B6-1",0.0137433333333385,4.98496566666667,0.51685712673685,0.606205633694671,0.718680017573216,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SNORA71A",0.122707916666669,5.47563595833333,3.44380211322396,0.0007902743317809,0.00302832056386575,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565860_AT",0.0282593333333367,3.64642783333333,1.21811757424963,0.225565001339187,0.345436501376039,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565861_AT",0.0276191666666694,3.53911275,1.27058447853854,0.206330307343616,0.32273139989238,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565862_A_AT",-0.0852916666666639,4.52110516666667,-2.36035432456417,0.0198676211753587,0.0482727280791008,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565863_AT",-0.342895,5.0167095,-2.13286259879494,0.0349697472707463,0.0775583832836914,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZBED6",0.0926168333333415,5.08814358333333,1.72702912431282,0.0867313352645152,0.162850409574652,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LOC441155",0.0888663888888921,7.73258580555556,1.6491152403227,0.101735263040046,0.185281229122688,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565873_AT",-0.0122154999999955,4.16306408333333,-0.422730254284743,0.673247384554563,0.771635737903428,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565874_AT",0.0106600000000037,3.6705615,0.495559508311941,0.62111005800914,0.730078347441947,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","X1565875_AT",-0.00580599999999754,3.47463316666667,-0.195821497920741,0.845080552837365,0.899767233384582,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
