"contrast","gene","log2FoldChange","baseMean","stat","pvalue","padj","positive_group","negative_group","positive_n","negative_n"
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SERPINB11",0.109179833333332,4.20877375,1.24604717712725,0.215170285637882,0.333130702451203,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LINC00161",0.0260975833333346,4.22493879166667,0.59392997599395,0.553675107815671,0.673901432354722,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","DSCR10",0.0660294166666713,5.825009375,2.72165136300752,0.00746132193986525,0.0211127234905111,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ABHD11",0.450518055555563,6.85904775,7.27273536638401,3.91330072951388e-11,7.52599742599186e-10,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ACAP2",-0.212107388888886,6.40420536111111,-3.31238987340647,0.00122224407885343,0.00442528964435924,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","GAMT",0.384279166666666,7.77375958333334,5.93103380301954,2.96589184441521e-08,3.13262466053576e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PLCD3",-0.0860828333333279,7.25853608333333,-1.13195732692465,0.259905599459093,0.385520369784529,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IRF6",0.476558166666666,7.08869758333333,3.77937592527494,0.000246153350078627,0.00108476322341933,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PTPRC",-0.636802566666659,7.05025055,-5.58342388009489,1.48772889017495e-07,1.36451023584723e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MAN1A2",0.249177527777783,6.30034518055556,5.30555312322957,5.20033902219507e-07,4.24082217632487e-06,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAPH1",-0.0748652499999993,7.81631,-0.867148962321775,0.38758824336904,0.520525260179979,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SMCR8",-0.0693725333333264,7.1833953,-1.66456912695248,0.0986035139062465,0.180581752381563,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LACTB",-0.215995777777768,7.62782477777778,-1.84117118140387,0.0680623091221398,0.133837342338253,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BNC1",0.0242399166666698,4.004875875,0.239230353850508,0.811334413579762,0.875528914150802,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MPP4",-0.00221199999999477,3.98662175,-0.108356498852449,0.913893583681092,0.945621659245464,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LACE1",0.0643448333333341,4.21813191666667,2.27113731889138,0.0249181519800598,0.058426170225718,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IDI2",0.0111551666666694,5.63761891666667,0.410192997988862,0.682394599312236,0.778981685113705,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CYP11B1",0.0577395833333378,4.254432375,2.79427584766671,0.00605584316401161,0.0176400653858818,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TAF8",0.175010133333338,5.88197993333334,4.5162568402109,1.48039194678613e-05,8.73742012657296e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","COBL",-0.895215499999988,7.5431335,-5.86439858233045,4.05587890196713e-08,4.16212301661491e-07,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLAMF6",-0.0546779999999911,7.12318616666667,-0.593928217884372,0.55367627990165,0.673901432354722,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZSCAN20",0.0550765000000011,4.58458536111111,2.5966035362106,0.0105895657571244,0.0284300400261618,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","GPBAR1",-0.200882999999994,6.85423483333333,-3.03208270629353,0.002975645582128,0.00958718545682877,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RHBDL2",0.943141833333338,5.58474469444444,9.46471877067718,3.20211947709367e-16,1.64353049930118e-14,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FRAS1",-0.424968733333331,5.21864376666667,-8.25890373149571,2.20956693278961e-13,6.49400101957991e-12,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BRSK1",-0.0132071666666533,6.24979391666666,-0.133981393796985,0.893641365347807,0.932287378290707,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CRB2",0.0526088333333385,4.72073791666667,1.81044423909374,0.0727249781260312,0.141102001834634,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KCNE4",0.17878216666667,6.32416669444444,1.36706304639753,0.174156846102467,0.283097321950447,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CD300LG",-0.541080791666662,5.86151085416667,-10.5835206293413,6.73764136726681e-19,6.18675155720907e-17,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SLC34A3",0.0335764166666737,6.85162395833333,0.911401153560126,0.363908290029549,0.496339412832867,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CPA6",0.236731083333333,3.85866820833333,3.33646567059117,0.00112940346784979,0.00413342674542747,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","WBP2NL",-0.0290244999999913,4.08084975,-0.548146600901177,0.584607842578709,0.70039016881507,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","HIPK1",-0.226238416666657,7.07383795833333,-2.74167849537446,0.00704677307659301,0.0201055414579823,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","MTBP",0.0993412083333336,4.03629039583333,4.77035178634664,5.21905683819705e-06,3.42238709610647e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ACVR1C",0.326718666666674,4.999206,3.9914170466959,0.000113420280495869,0.000541143674971353,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TMEM74",0.0336519444444505,3.96702597222222,1.70097489951567,0.0915334255248655,0.170048277716542,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TIGD4",0.0277245000000077,4.08494680555555,1.54456217505959,0.125081043844273,0.218504967502964,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ART5",0.155118833333338,7.13287008333333,2.97287188264352,0.00356525539841112,0.0111928586228181,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","FAM71C",-0.0170728333333274,4.84316508333333,-0.489106550977656,0.625657590580948,0.734011569378801,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","C21ORF67",0.174482833333339,6.11539058333333,4.54357302405976,1.3256936905638e-05,7.91405754282274e-05,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NLRP11",0.129485833333338,4.51466808333333,2.47700725886801,0.0146393370565454,0.0374481785526171,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ATP6V1C2",0.215353333333341,5.08764533333333,2.14073383225986,0.0343152900706495,0.0764109252056774,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CLDN19",0.0660298333333369,6.23172175,1.77208393469087,0.0789143804158609,0.150999083364991,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","VTI1A",-0.00923216666665638,6.04283965,-0.274064927144013,0.784505163881838,0.856178161511342,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","KIF6",-0.0520769666666627,4.98124455,-1.58902014075665,0.114682851136336,0.20422559629239,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","IQCD",-0.0442766666666605,5.93855216666666,-0.61320384584362,0.540900172020342,0.662564651473119,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","TAGAP",-0.403482633333329,6.19042788333334,-4.33160916742152,3.08710750756065e-05,0.000169367108656034,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","STON2",-0.188098249999999,5.43033658333333,-3.67486087761143,0.000356823458141836,0.00150413136375537,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","SERPINA12",-0.0154631666666596,4.95825208333333,-0.559604786218145,0.576790371855619,0.69353241131684,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","LETM2",0.145546583333334,5.06414829166667,2.13521202660889,0.0347732825942857,0.077171134486103,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BSND",0.0851254444444489,5.84217327777778,2.45959113574567,0.0153323562820166,0.0389201255541666,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CLEC4C",-0.0668609166666649,3.92348304166667,-1.74789824006747,0.0830352084931771,0.157160919965306,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NLRC4",-0.734448833333327,5.499002,-8.79952866659522,1.20380301449449e-14,4.56941763124305e-13,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","PRSS36",0.0621410000000022,7.05977833333334,1.10996851752676,0.269228281787942,0.395940525513695,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZDHHC15",0.0283915000000023,4.61622208333333,0.310733584152649,0.756541369904688,0.835462925363575,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RAI1",0.169806666666678,7.42724827777778,3.54343290521022,0.000563357477977067,0.00224967702775382,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","CDK15",-0.0439979444444356,5.74237786111111,-0.791486019284531,0.430219564967668,0.561680945082711,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","ZNF570",-0.0418965833333251,5.52414995833333,-0.570682278636524,0.569280398120035,0.686815809549314,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","AF131215-4",0.0254066666666724,3.8281835,0.467636238380912,0.640891491472621,0.745497146984097,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","NUDT9P1",-0.109863166666663,4.22299908333333,-3.78698400867967,0.000239523075961848,0.00105736941036319,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","BTBD16",0.0721948333333335,4.49826775,1.68899383445985,0.0938131842861175,0.173559580618077,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
"Primary contrast: Tumor vs. Normal in Non-Smoking Female Lung Cancer Patients","RTP3",0.0249965000000074,5.06691875,0.82630868937765,0.410266239775467,0.542406421035594,"frozen tissue of primary tumor","frozen tissue of adjacent normal",60,60
